Product Name,Price (₹),Rating,Number of Ratings
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",3.6 out of 5 stars,215
"CHUWI CoreBook X Laptop 12thGen i3-1220P Processor, 8GB DDR4 RAM and 512GB SSD, Intel® UHD Graphics,14.0"" FHD IPS Display, Backlit Keyboard, Windows 11 Home, WIFI6, BT5.2, 3.5MM Jack, Metal Body, Grey","22,990",5.0 out of 5 stars,76
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, FHD OLED 15.6""/39.62cm, Windows 11, MS Office 2021, Green Grey, 1.63KG, E1504FA-LK543WS, Alexa Built-in, Backlit KB Laptop","52,990",3.6 out of 5 stars,15
"MSI Thin A15, Ryzen 5 7535HS, 40CM FHD 144Hz Gaming Laptop(16GB/512 GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 4GB /Cosmos Gray/1.86Kg), B7UC-067IN","58,711",3.6 out of 5 stars,147
"Dell Inspiron 3520 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Windows 11 + MSO'21, Backlit KB, 15 Months McAfee, Silver, 1.65kg","46,490",4.2 out of 5 stars,135
"Lenovo IdeaPad Flex 5 12th Gen Intel Core i5-1235U 14""(35.56cm) WUXGA IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Fingerprint/FHD Camera/Alexa/3 mon Game Pass/Grey/1.5Kg), 82R700JJIN","63,990",4.1 out of 5 stars,3
"ASUS Vivobook S 15 OLED, 2.8K (2880 x 1620) 16:9,Core i9-13900H Processor 2.6 GHz,Light Laptop (16GB RAM/512GB SSD/Windows 11/Office Home/Fingerprint/75WHr Battery/Cool Silver/1.60 kg),S5504VA-MA943WS","91,990",3.8 out of 5 stars,216
Lenovo 82C7A006IH AG V15 ADA AMD Athlon Silver 3050U 15.6 inches(39.6cm) HD Laptop (4GB RAM/1TB HDD/Windows-10/Integrated Radeon Graphics/Iron Grey/1.85kg),"32,999",3.9 out of 5 stars,23
"Acer Aspire 3 Intel Core i5-1235U Processor Laptop with 35.56 cm (14"") FHD LED-Backlit IPS Display (16GB RAM/512GB SSD/WiFi 6/Intel Graphics/Win11Home) A324-51, Backlit Keyboard, Steel Gray, 1.45KG","41,990",5.0 out of 5 stars,1
"MSI Thin 15, Intel 13th Gen. Core i7 13620H, 40CM Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4050, 6GB GDDR6/Cosmos Gray/1.86Kg), B13VE-2089IN","88,990",3.3 out of 5 stars,"16,431"
"McAfee Antivirus 2025 | 1 Device, 3 Year | Antivirus Internet Security Software | Email Delivery",675,4.1 out of 5 stars,Not Found
"Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows 11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN Laptop","57,390",4.2 out of 5 stars,2
"Lenovo LOQ, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz 300Nits, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV00BHIN, 100% sRGB Gaming Laptop","78,190",4.0 out of 5 stars,253
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",5.0 out of 5 stars,5
"Acer Aspire Lite 11th Gen Intel Core i3 Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-51, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","30,390",4.0 out of 5 stars,781
"Acer Nitro V 15, AMD Ryzen 7-7735HS Octa-core,NVIDIA GeForce RTX 4050-6 GB GDDR6, 16GB DDR5, 512GB SSD,15.6""/39.6cm IPS FHD, 144Hz, Windows 11 Home, Obsidian Black, 2.1KG, ANV15-41 Gaming Laptop","77,990",4.2 out of 5 stars,67
"MSI Titan 18 HX, Intel 14th Gen. i9-14900HX, 45.72CM UHD+ MiniLED 120Hz Gaming Laptop(64GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4080, /Core Black/3.6Kg), A14VHG-207IN","4,29,990",3.5 out of 5 stars,7
"HP Victus, 13th Gen Intel Core i5-13420H, NVIDIA RTX 2050, 16GB DDR4, 1TB SSD (Win11, Office21, Silver, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Flicker-free Gaming Laptop, Enhanced Cooling, fa1307tx","69,990",3.9 out of 5 stars,95
"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA081IN","57,990",4.0 out of 5 stars,23
"ASUS TUF Gaming A15 (2024), AMD Ryzen 9 8945H, NVIDIA GeForce RTX 4070, 16GB DDR5, 1TB SSD, FHD 144Hz, 15.6""/39.62cm, Windows 11, MS Office 2021, Mecha Gray, 2.20KG, FA507UI-LP066WS Gaming Laptop","1,42,990",3.7 out of 5 stars,13
"HP Pavilion Plus, 13th Gen Intel Core i5-1335U, 16GB DDR5, 512GB SSD, (Win11, Office21, Silver, 1.44 kg),IPS, Anti-glare, 14-inch (35.6cm) WUXGA Laptop, Intel Iris Xe graphics, 5MP IR camera, ew0116TU","72,990",3.9 out of 5 stars,31
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",5.0 out of 5 stars,5
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",3.6 out of 5 stars,8
"ASUS Zenbook Duo OLED (2024), 14"" (35.56cm) FHD OLED Touch Display, Intel Core Ultra 9 185H, Built-in AI, Dual Screen Laptop (32GB/1TB SSD/Intel Arc Graphics/Win11/Gray/1.65 Kg), UX8406MA-QL961WS","2,24,990",5.0 out of 5 stars,7
"ASUS Vivobook 16 (2023), Intel Core i9-13900H, 13th Gen, 16GB RAM, 512GB SSD, FHD+, 16""/40.64cm, Windows 11, MSOffice 2021, Silver, 1.88KG, X1605VA-MB946WS, Intel IrisXe, BacklitKB Fingerprint Laptop","94,990",4.1 out of 5 stars,236
"HP Pavilion x360 2-in-1 Laptop Intel® Core i7-1355U / 35.6 cm (14 inch) FHD,multitouch-Enabled, IPS,5 MP Camera,(16GB /512 GB/Intel® Iris® Xᵉ Graphics/Win 11/B&O/Backlit Keyboard/MSO),14-ek1021TU","92,490",4.2 out of 5 stars,51
"Lenovo IdeaPad Slim 3, Intel Core i5-13420H, 13th Gen, 16GB RAM, 512GB SSD, FHD IPS, 14""/35.56cm, Windows 11, MS Office 21, Grey, 1.3Kg, 83EL003PIN, Alexa Built-in Laptop","59,290",4.8 out of 5 stars,6
"Microsoft New Surface Pro (11Th Edition) - Windows 11 Home Copilot + Pc - 13"" LCD Pixelsense Touchscreen - Qualcomm Snapdragon X Plus (10 Core,Wi-Fi) - 16Gb Ram - 256Gb Ssd - Platinum - Zhx-00014","1,13,990",4.0 out of 5 stars,11
"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA RTX 2050, 8GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Flicker-Free Gaming Laptop, Enhanced Cooling, fa1310TX","57,990",3.9 out of 5 stars,95
"ASUS ROG Strix G16, Gaming Laptop, 16 ""(40.64cm) FHD+ 165Hz, 13th Gen Intel Core i7-13650HX (16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4070 /Windows 11/Office 2021/Eclipse Gray/2.50 Kg), G614JI-BG711WS","1,49,990",3.9 out of 5 stars,30
"ASUS TUF Gaming, AMD Ryzen AI 9 HX 370, 2.0GHz, NVIDIA GeForce RTX 4060, 32GB RAM, 2TB SSD, FHD 165Hz 400nits, 14"", Windows 11, MS Office 2021, Jaeger Gray, 1.46KG, FA401WV-RG037WS Gaming Laptop","1,64,990",4.3 out of 5 stars,5
51 Trading Strategies - Optimise Your Trades with 51 Time-tested Strategies by Aseem Singhal | Zebralearn | 7 Categories of Trading Strategies | Technical Analysis | Zebra Learn,"1,490",4.4 out of 5 stars,256
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","45,990",5 out of 5 stars.,13
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",5 out of 5 stars.,8
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB/1TB SSD/100% DCI-P3/FHD+IR Camera/Win11/MSO 21/1Yr ADP Free/3Mon. Game Pass/Grey/1.39Kg), 83CV002DIN","1,07,190",3.2 out of 5 stars,28
"HONOR Pad 9 with Free Bluetooth Keyboard, 12.1-Inch 2.5K Display, 8GB, 256GB Storage, Snapdragon 6 Gen 1 (4nm), 8 Speakers, Up-to 17 Hours, Android 13, WiFi Tablet, Metal Body, Gray","23,350",3.6 out of 5 stars,632
"MSI Katana A17 AI, AMD 8th Gen. Ryzen 9 8945HS,Built-in AI, 44CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/2.6Kg), B8VE-884IN","1,14,990",4.2 out of 5 stars,29
"HP Victus, 12th Gen Intel Core i7-12650H, NVIDIA RTX 3050, 16GB DDR4, 1TB SSD (Win11, Office21, Blue, 2.3kg), 144Hz, 9MS, IPS, 15.6-inch(39.6cm), Flicker-Free Gaming Laptop, Enhanced Cooling,fa1389TX","74,990",4.2 out of 5 stars,18
"ASUS TUF Gaming A15, 15.6"" FHD 16:9, 144Hz 250nits, AMD Ryzen 7 7435HS Processor, Gaming Laptop (16GB RAM/512GB SSD/RTX 4060/Win 11/Office Home/90WHr Battery/Mecha Gray/2.2 Kg),FA507NVR-LP104WS","99,990",4.5 out of 5 stars,25
"Apple 2024 MacBook Air 15″ Laptop with M3 chip: 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID- Space Grey","1,18,990",3.6 out of 5 stars,3
"HP Pavilion AI Laptop, Intel Core Ultra 7 155U, 10-12 TOPS, 16GB LPDDR5x, 512GB SSD, IPS, Anti-glare, WUXGA, 16-inch(40.6cm) Intel Graphics, 1080p FHD camera (Win11, Office21, Silver, 1.77kg) af0028TU","84,490",4.2 out of 5 stars,62
"ASUS ROG Strix G16 (2023) Gaming Laptop, 90WHr Battery, Intel Core i9-13980HX 13th Gen, 16"" QHD+ 240Hz, 8GB RTX 4060 (16GB/1TB SSD/Windows 11/Office 2021/4-Zone RGB/Grey/2.50 kg), G614JV-N414 (14 kg),","1,59,990",5.0 out of 5 stars,24
"CHUWI CoreBook X Laptop 12thGen i3-1220P Processor, 8GB DDR4 RAM and 512GB SSD, Intel® UHD Graphics,14.0"" FHD IPS Display, Backlit Keyboard, Windows 11 Home, WIFI6, BT5.2, 3.5MM Jack, Metal Body, Grey","22,990",3.4 out of 5 stars,215
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","45,022",3.9 out of 5 stars,231
"Lenovo Ideapad 5, Intel Core i7-13620H, 13th Gen, 16GB RAM, 512GB SSD, WUXGA OLED 400Nits, 14""/35.5cm, Windows 11, MSO, Grey, 1.5kg, 83KX0019IN, FPR, FHD Camera, 1Yr ADP Free,2-in-1 Convertible Laptop","84,690",3.6 out of 5 stars,5
"Lenovo IdeaPad Flex Intel Core i3-1215U 14""(35.5cm) WUXGA+ IPS 2-in-1 Laptop (8GB/512GB SSD/Windows 11/MS Office 2021/FHD Camera Digital Pen/Alexa/3 Month Game Pass/Grey/1.5Kg), 82R700KHIN","51,290",4.1 out of 5 stars,49
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 16GB DDR4, 1TB SSD, (Win11, Office21, Rose Gold,1.41kg), Touchscreen, IPS, 14inch(35.6cm) FHD Laptop, Intel Iris Xe Graphics, 5MP Camera, Pen, ek1009TU","79,490",4.6 out of 5 stars,43
"Zebronics Zeb-Crystal Clear Web Camera with 3P Lens,Built-in Microphone,Auto White Balance,Night Vision and Manual Switch for LED (Black)",699,4.1 out of 5 stars,"10,383"
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","23,990",3.8 out of 5 stars,261
"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Silver","65,990",3.3 out of 5 stars,3
"ASUS Vivobook 16, Snapdragon X Processor,(Qualcomm Adreno iGPU/16GB RAM/512GB SSD/Windows 11 Home/MS Office 365 Basic (1Year)*/16"" FHD+/AI PC/Quiet Blue/1.88 kg), X1607QA-MB049WS","1,26,890",3.4 out of 5 stars,2
"HP OMEN Gaming AI Laptop, Intel Core Ultra 7 155H, 8GB NVIDIA RTX 4060,16GB LPDDR5x, 1TB SSD (Win 11,Office 21, Black,1.63kg) 120Hz, 0.2MS, 3K, OLED, 14-inch(35.6cm), Tempest Cooling, RGB KB, fb0007TX",349,5.0 out of 5 stars,6
KisaanSay Idukki Cardamom 50 gm Bold Size (7 to 8 mm) | Bold Size | Pure Elaichi | Natural | Distinctive Flavour & Aroma | No Artificial Colors,Not Found,5.0 out of 5 stars,130
"MSI Modern 15 H AI, Intel 1st Gen. Ultra 5 125H,Built-in AI, 40CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Arc/Classic Black/1.9Kg), C1MG-049IN","53,499",2.9 out of 5 stars.,4
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",3.5 out of 5 stars.,5
"Dᥱll 5400 Touchscreen Intᥱl i7-8650U, 8GB DDR4 RAM, 256GB SSD, (Win 10, MS Office, Black, 1.48kg) 14"" (35.6cm) FHD, Intᥱl UHD Graphics, HD Camera, Thin & Light Laptop (Rᥱfurbished)","22,995",3.8 out of 5 stars.,"1,047"
"ASUS Vivobook Go 14, 14"" FHD (1920 x 1080), AMD Ryzen 5 7520U Processor,(16GB RAM/512GB SSD/AMD Radeon iGPU/Windows 11/MS Office 365 Basic (1Year)*/Office Home 2024/Black/1.38 kg),E1404FA-NK5542WS","41,990",3.5 out of 5 stars,278
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 15 Inch (39.65cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK017RIN","34,750",5.0 out of 5 stars,14
"HP Laptop 15s, 11th Gen Intel Core i5-1155G7, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, Backlit KB, Thin & Light (Win 11, MSO 2021, Silver, 1.69 kg), fr4001TU","48,999",4.1 out of 5 stars,3
"ASUS Vivobook S 14 OLED, AMD Ryzen AI 9 HX 370, 2.0GHz, 24GB RAM, 512GB SSD, 3K OLED 16:10 120Hz 400nits, 14"", Windows 11, MS Office 2021, Neutral Black, 1.3KG, M5406WA-PP961WS AI Powered Laptop","1,14,990",4.1 out of 5 stars,127
"Lenovo V15 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.7 kg/MS Office 2021","31,300",4.7 out of 5 stars,1
"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/1TB SSD/4GB RTX 2050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.59KG","56,999",5.0 out of 5 stars,8
"Apple 2025 MacBook Air 13″ Laptop with M4 chip: Built for Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Camera, Touch ID; Sky Blue","99,900",3.9 out of 5 stars,"3,203"
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",5.0 out of 5 stars,43
"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","18,990",3.6 out of 5 stars,482
Dell Latitude 3440 Core i5-12th Gen / 16GB RAM / 512GB SSD / 3 Year Warranty/Windows 11 Pro/FHD/BKL/NO FPR,"54,000",3.5 out of 5 stars,7
"Dᥱll Latitude E7470 6th Gen InteI Core i5 Thin & Light HD Laptop (256 GB SSD|8 GB DDR4 RAM|14"" (35.6 cm)|Windows 11|MS Office|WiFi|BT|InteI HD Graphics (Rᥱfurbished)","15,395",3.8 out of 5 stars,7
Lenovo V14 i5 8th Gen/4GB/256GB SSD/DOS,"41,990",3.9 out of 5 stars,400
"Lenovo IdeaPad Slim 3, Intel Core i5-12450H 12th Gen, 16GB RAM, 512GB SSD, FHD 250Nits, 14""/35.5cm, Windows 11, MSOffice 21, Grey, 1.37Kg, 83EQ005VIN,1Yr Warranty,Alexa Built-in,3 mon. GamePass Laptop","52,390",4.6 out of 5 stars,214
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 16GB Unified Memory, 256GB) - Midnight","98,990",3.6 out of 5 stars,256
"HP OMEN Gaming AI Laptop, AMD Ryzen 7 7840HS, 6GB NVIDIA RTX 4050, 16GB DDR5, 1TB SSD, (Win 11, Office 21, Black, 2.37kg), 7MS, 165Hz, IPS, 16.1-inch (40.9cm), Tempest Cooling, RGB Keys, xd0015AX","98,999",3.9 out of 5 stars,Not Found
"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU","48,900",3.6 out of 5 stars,Not Found
"Acer One 14 AMD Ryzen 3 3250U Processor (8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Laptop Z2-493 with 35.56 cm (14.0"") HD Display","23,100",4.4 out of 5 stars,Not Found
51 Trading Strategies - Optimise Your Trades with 51 Time-tested Strategies by Aseem Singhal | Zebralearn | 7 Categories of Trading Strategies | Technical Analysis | Zebra Learn,"1,490",4 Stars &amp; Up,Not Found
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","45,990",3.2 out of 5 stars,13
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",5.0 out of 5 stars,5
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",349,4.3 out of 5 stars,"12,844"
"Apple 2024 MacBook Pro Laptop with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 16GB Unified Memory, 512GB SSD Storage; Space Black","1,62,990",5.0 out of 5 stars,9
"ASUS Vivobook 16, 16.0"" FHD+ (1920 x 1200), Core i9-13900H Processor,(16GB RAM/512GB SSD/Intel Iris Xᵉ iGPU/Windows 11/MS Office 365 Basic(1Year)*/Office Home 2024/Silver/1.68 Kg), X1605VA-MB9946WS","79,990",3.0 out of 5 stars,3
"HP Laptop 240R G9 (2024), Intel Core i3 13th Gen 1315U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14 (35.56cm)/Ash Grey/1.47 kg/MS Office 2021","33,829",4.0 out of 5 stars,"1,927"
"Lenovo IdeaPad 1 Ryzen 5 5625U (16GB RAM/512GB SSD/Windows 11/Office Home 2024/15.6 Inch (39.6cm)/FHD IPS Display/3months Game Pass/Arctic Grey/1.6Kg), 82R4010DIN Laptop","38,990",4.3 out of 5 stars,486
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB GTX 1650 GPU, 16.1-inch (40.9 cm) FHD IPS 144Hz, 8GB DDR4, 512GB SSD, Backlit KB, 7ms response time (Win 11, MSO, Silver, 2.48 kg), e0301AX","50,870",5.0 out of 5 stars,1
"Lenovo IdeaPad Slim 5 Snapdragon X Plus X1P-42-100 (16GB RAM/1TB SSD/Integrated Qualcomm Adreno/Copilot+ PC/WUXGA IPS Display/14 (35.5cm)/Windows 11/MS Office 2021/Grey/1.89Kg), 83HL0035IN AI Laptop","79,190",3.8 out of 5 stars,119
"HP 15, 13th Gen Intel Core i5-1334U (16GB DDR4, 512GB SSD) Microsoft365* Office2024, Win11, 15.6inch(39.6cm) FHD Laptop, Intel Iris Xe, FHD Camera w/Privacy Shutter, Backlit, Silver, 1.59kg, fd0467tu","57,990",3.6 out of 5 stars,8
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",3.6 out of 5 stars,215
"CHUWI CoreBook X Laptop 12thGen i3-1220P Processor, 8GB DDR4 RAM and 512GB SSD, Intel® UHD Graphics,14.0"" FHD IPS Display, Backlit Keyboard, Windows 11 Home, WIFI6, BT5.2, 3.5MM Jack, Metal Body, Grey","22,990",3.4 out of 5 stars,152
"Dell 15 Thin & Light Laptop, Windows 11 Home, Intel Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + Mso '21, 15 Month Mcafee, Spill-Resistant Keyboard, Black, 1.66Kg","45,990",4.2 out of 5 stars,11
"HP Pavilion Aero AI Laptop, AMD Ryzen 7 8840U, 16 Tops, 16GB LPDDR5x, 512GB SSD, (Win11, Office21, Silver, < 1kg), 13.3-inch (33.8cm), Ultra-Light, WUXGA, AMD Radeon Graphics, 5MP Camera, bg0017AU","82,490",3.8 out of 5 stars,35
"HP Envy x360 2-in-1 Laptop,AMD Ryzen 7 7730U,15.6-inch(39.6 cm),FHD,Touch,16GB RAM,512GB SSD,5MP Camera,Audio by B&O,Windows 11,MSO,Black,1.82 kg,15-fh0032AU","79,490",2.9 out of 5 stars,3
"Dell XPS 9720 Laptop,Intel i9-12900HK, 32GB DDR4 & 1TB SSD,Win 11 + MSO'21, NVIDIA RTX 3060 (6GB GDDR6),17.0"" (43.9Cms) UHD+ AR Infinity Edge Touch 500 nits,15 Month McAfee, Platinum Silver, 2.42Kgs","3,31,353",4.3 out of 5 stars,530
"Lenovo Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 128 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey","19,999",4.1 out of 5 stars,34
"HP Envy x360, 12Gen Intel Core i5-1230U, 16GB DDR4, 512GB SSD, 13.3-inch (33.8cm), Touch, IPS, Micro-edge, WUXGA Laptop, Intel Iris Xe graphics, Backlit KB (Win 11, Office 21, Silver, 1.34kg) bf0121TU","82,599",4.0 out of 5 stars,898
"HP 15s Laptop 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 15.6-inch FHD, Intel UHD Graphics, HD Camera, Backlit KB, 1.69kg) fq5111TU/fy5008tu","47,600",3.9 out of 5 stars,127
"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/512GB SSD/4GB RTX 2050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.59KG","53,999",4.0 out of 5 stars,"2,432"
Verilux® USB C Hub 6 in 1 with 87W Power Delivery & USB C Data Transfer Multiport Adapter with 4K@30Hz HDMI SD/TF Card Reader 3.0 USB Hub Type C Hub for MacBook iPhone with Storage Bag 24CM Long Cable,"1,384",4 Stars &amp; Up,Not Found
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), FY5008TU Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","45,022",5 out of 5 stars.,231
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","45,990",5 out of 5 stars.,13
"HP Victus AI Gaming Laptop, 31 Tops, AMD Ryzen 9 8945HS, 8GB RTX 4060 (Upgradable 16GB DDR5, 1TB SSD) Microsoft365* Office2024, Win11, 144Hz,300 nits,IPS, 15.6inch(39.6cm) FHD, Blue, 2.29kg, fb3025AX","1,11,999",4.1 out of 5 stars,5
"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, FHD IPS 144Hz 300Nits, 15.6""/39.6cm, Windows 11, Office 21, Grey, 2.4Kg, 83JC0045IN,100%sRGB,3 Mon.Gamepass Gaming Laptop","82,190",3.2 out of 5 stars,28
"Dell Inspiron 5430 13th Gen Laptop, Intel i5-1335U/8GB LPDDR5/512GB SSD/ 14.0"" (35.56Cms) FHD+ Comfortview/Backlit KB/Win 11 + MSO'21/Mcafee 15 Months/Platinum Silver/Thunderbolt 4.0 Port/1.59KGs","52,690",4.0 out of 5 stars,7
